endpoint,numeroItem,codigo_pdm,descricao,unidade_medida,rotulo,codigo_br,medicamento,observacao
https://pncp.gov.br/api/pncp/v1/orgaos/01612470000179/compras/2024/79/itens,2,14456,"ACEBROFILINA 5 MG/ML XAROPE PEDIÁTRICO, FRASCO COM 120 ML",Frasco,"PDM: 14456 - Acebrofilina, Concentração:5 MG/ML, Forma Farmaceutica:Xarope",448838.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/08787012000110/compras/2023/10/itens,2,14456,Acebrofilina xarope 10mg/ml 100 ml,FRASCO,"PDM: 14456 - Acebrofilina, Concentração:10 MG/ML, Forma Farmaceutica:Xarope",448839.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/10581764000171/compras/2024/204/itens,1,14550,MIRTAZAPINA 45MG C/ 30CPR,CAIXA,"PDM: 14550 - Mirtazapina, Dosagem:45 Mg",294537.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/44780609000104/compras/2024/178/itens,1,14550,MIRTAZAPINA 30 MG - COMPRIMIDO REVESTIDO,Cápsula,"PDM: 14550 - Mirtazapina, Dosagem:30 Mg",294536.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/16781346000104/compras/2024/26/itens,3984556,15104,BRINZOLAMIDA 10 MG/ML SUSOFT 5 ML(ORDEM JUDICIAL),FRASCO,"PDM: 15104 - Brinzolamida, Concentração:10 MG/ML, Forma Farmaceutica:Suspensão Oftálmica",353418.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/75789552000120/compras/2024/59/itens,4,15247,"Retinol, composição: associada com colecalciferol, concentração: 5.500ui + 2.200ui,ml, aplicação: solução oral ? gotas- 20 ml  (272567)",UNIDADE,"PDM: 15247 - Retinol, Composição:Associada Com Colecalciferol, Concentração:5.500ui + 2.200ui/Ml, Aplicação:Solução Oral - Gotas",272567.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/24855058000185/compras/2022/759/itens,1,15458,CARTÃO DE VACINA CALENDÁRIO BÁSICO DA CRIANÇA,UN,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/10838653000106/compras/2023/957/itens,1,15458,"Vacina tipo: inativada, outros componentes: vírus bronquite infecciosa, doença de newcastle, componentes adicionais: queda de postura, h. gallinarum (ha 1 e 4), forma farmacêutica: solução injetável, aplicação*: uso veterinário",Doses,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/45709920000111/compras/2024/1141/itens,1,15458,"SERVICOS MANUTENCAO AR CONDICIONADO CONTRATACAO DE EMPRESA  PARA SERVICO DE  REMOCAODE 07 CONDESADORES  QUE ESTAO  NO TELHADO  PARA OLADO EXTERNO, UTILIZACAO DE 70 METROS DE LINHA DECOBRE, INSTALACAO  DE 01 CONDICIONADOR  DE AR  DE22.000 BTUS E TROCAR 03 APARELHOS DE AR CONDICIO-NADO.SERVICO SERA REALIZADO NA VIGILANCIA EPIDEMIOLO-GICA E SALA DE VACINA DA ESF DR OSWALDO DAMIAN.",SER,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/18318618000160/compras/2024/81/itens,2,15458,"CARTAO VACINA ADULTOCARTAO VACINA ADULTO, EM CARTOLINA BRANCA, 21 X 7CM, FRENTE E VERSO",UNIDADE,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/14210389000104/compras/2024/11/itens,5,15870,CARBONATO DE CALCIO 1250mg - VIT D3 400ui c/ 60 caps,Unidade,,,Em dúvida,
https://pncp.gov.br/api/pncp/v1/orgaos/03507415000225/compras/2022/84/itens,8896,15893,"METILFENIDATO, CLORIDRATO 30MG. CÁPSULA DE LIBERAÇÃO MODIFICADA.",CÁPSULA,"PDM: 15893 - Metilfenidato Cloridrato, Dosagem:30 MG, Forma Farmacêutica:Microgrânulos De Liberação Modificada",305490.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/80673411000187/compras/2023/517/itens,3,16326,"Medicamentos acao judicial(exclusivo diaf.almox.450)i Dapagliflozina 5mg+metformina 1000mg,lib.prolong - xigduo xr",Comprimido,"PDM: 5206 - Metformina Cloridrato, Composição:Associada À Dapagliflozina, Concentração:1000 Mg + 5 MG, Forma Farmacêutica:Ação Prolongada",616721.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/82821174000180/compras/2023/146/itens,6,17549,"ROSQUINHA DE CHOCOLATE- 330g a 335g, Farinha de trigo enriquecida com ferro e ácido fólico, açúcar, amido, gordura vegetal, açúcar invertido, cacau em pó, sal, corante caramelo III, fermentos químicos bicarbonato de sódio e bicarbonato de amônio, emulsificante lecitina de soja e aromatizantes. Alérgicos: contém derivados de trigo e soja, pode conter ovos, leite, aveia, avelã, castanha-do-Pará, castanha-de-caju, cevada e centeio. Identificados com rótulo de acordo com a legislação vigente. Validade de no mínimo três meses a partir da entrega. Pacotes íntegros, bem vedados, contendo de 330 a 335g. SAE1 MARCA: PARATI.",UNIDADE,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/14587933000131/compras/2024/25/itens,8,17708,DIPIRONA SÓDICA 500 MG/ML,AMPOLA,"PDM: 17708 - Dipirona Sódica, Dosagem:500 MG/ML, Apresentação:Solução Injetável",268252.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/08701062000132/compras/2024/5/itens,9,17806,ANESTÉSICO INJETÁVEL PRILOCAÍNA COM VASO (CX COM 50 TUBETES),Caixa,,,Em dúvida,
https://pncp.gov.br/api/pncp/v1/orgaos/27142058000126/compras/2023/276/itens,4,17851,"MEMANTINA, CLORIDRATO, Concentração [mg]: 10, Forma farmacêutica: Comprimido",Comprimido,"PDM: 17851 - Memantina, Composição:Sal Cloridrato, Concentração:10 MG",273221.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/06082820000156/compras/2024/17/itens,3,17873,"POLIMERO CATIÔNICO (POLIACRILAMIDA CATIÔNICA) SOLIDO NA FORMA DE PÓ GRANULADO BRANCO. TEOR SOLIDO: 90,0- 100%, TEOR DE INSOLÚVEIS: MÁX. 2,00%. SACOS DE 25 KG.",Quilo,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/00394544000185/compras/2024/1071/itens,8,17893,"VALSARTANA COMPOSIÇÃO: ASSOCIADO AO SACUBITRIL, CONCENTRAÇÃO: 26 MG + 24",Comprimido,"PDM: 17893 - Valsartana, Composição:Associado Ao Sacubitril, Concentração:26 Mg + 24 MG",445431.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/46634598000171/compras/2024/161/itens,1,17893,SACUBITRIL + VALSARTANA 97/103 MG,COM,"PDM: 17893 - Valsartana, Composição:Associado Ao Sacubitril, Concentração:103 Mg + 97 MG",445432.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/08919425000100/compras/2024/2/itens,2,17910,"Alimento hiperproteico, à base exclusivamente de proteínas de alto valor biológico. Clara de Ovo pasteurizada desidratada, frutose cristalina, maltodextrina. Embalagem contendo: 1kg. Produto Equivalente: ALBUMINA.",Unidade,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/13807870000119/compras/2022/2/itens,6,17915,CLORETO DE CALCIO 10% 10ML,AMP,"PDM: 17915 - Cloreto De Cálcio, Concentração:10%, Uso:Injetável",274776.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/4267/itens,3,17993,"CILOSTAZOL, 50 MG, COMPRIMIDO, UNIDADE 1.0 COMPRIMIDO",UNIDADE 1.0 COMPRIMIDO,"PDM: 17993 - Cilostazol, Concentração:50 MG",276377.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/87958625000149/compras/2024/284/itens,1,18226,ROSUVASTATINA 5MG + EZETIMIBA 10MG,un,"PDM: 18302 - Ezetimiba, Composição:Associado À Rosuvastatina, Concentração:10 Mg + 5 MG",485128.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/75461442000134/compras/2024/28/itens,6,18239,"ÁGUA DESTILADA Água Destilada para autoclave e para equipamentos de Luz Intensa Pulsada: não injetável, não estéril e quimicamente pura;Utilizada em equipamentos de Criolipólise;Tratamento da água: Através de filtração no carvão ativado, resina catiônica e resina de leito misto, lâmpada U.V. e filtro microbiológico 0,22 micras;",GALÃO,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/00944673000108/compras/2022/1/itens,4,18239,"BOLSA PARA COLOSTOMIA E ILEOSTOMIA SISTEMA 1 PEÇA, RECORTAVEL ATÉ 76 MM, FECHADA, COM FILTRO DE CARVÃO ATIVADO ACOPLADO. COMPOSTA POR BOLSA TRANSPARENTE OU OPACA, CONFECCIONADA EM PELÍCULAS PLÁSTICAS DE ETIL-VINIL-ACETATO, DICLORETO DE POLIVINILA, POLIETILENO CELULÓSICO E REVESTIMENTO EXTERNO MACIO E SEM TRAMAS DE POLIÉSTER, COM FILTRO ANTI-ODOR INCORPORADO E ABERTURA DE DRENAGEM FECHAMENTO TIPO ENVELOPE E FECHO EM VELCRO. COM BARREIRA DE RESINA SINTÉTICA DE DUPLA CAMADA COM FORMATO OVAL, FLEXÍVEL, COMPOSTA POR PECTINA,GELATINA, CARBOXIMETILCELULOSE SÓDICA, ÓXIDO DE FERRO SINTÉTICO, GOMA GUAR, SIS E PIB, COM PELÍCULA PROTETORA DE POLIPROPILENO SILICONADO COM DEMARCAÇÃO E RECORTÁVEL DE 10 A 7",UNI,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/10896/itens,2,18239,"REFIL PARA PURIFICADOR DE AGUA, ELEMENTO FILTRANTE INTERNO, CARVAO ATIVADO, EMBALAGEM 1.0 UNIDADE",EMBALAGEM 1.0 UNIDADE,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/11452644000137/compras/2024/4/itens,4479591,18272,"Aripiprazol, concentração: 20 mg/ml, forma farmacêutica: suspensão oral - gotas (aristab)",Frasco 150 ML,"PDM: 18272 - Aripiprazol, Concentração:20 MG/ML, Forma Farmacêutica:Suspensão Oral - Gotas",476830.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/46634564000187/compras/2024/36/itens,1,18441,DIACEREINA 60 MG+ MELOXICAM 5 MG+ FAMOTIDINA 20 MG+ CARISOPRODOL 125 MG COM 30 CAPSULAS,FRASCO,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/27080530000143/compras/2024/513/itens,1,18665,"Citrato De Potássio concentração: 10 meq, forma farmacêutica: absorção retardada",Comprimido,"PDM: 18665 - Citrato De Potássio, Concentração:10 Meq, Forma Farmacêutica:Absorção Retardada",305450.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/18025940000109/compras/2024/99/itens,1,18741,"BEVACIZUMABE


25MGML 





SOL DIL INFUS IV CT FA VD TRANS X 16 ML",AMP,"PDM: 18741 - Bevacizumabe, Concentração:25 MG/ML, Forma Farmaceutica:Solução Injetável",311390.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/4635/itens,4,18856,"SUPLEMENTO ALIMENTAR, CALCIO CITRATO MALATO 250MG + VITAMINA D3 5MCG + VITAMINA K2 65MCG + MAGNESIO 39MG, TABLETE MASTIGAVEL, EMBALAGEM 1.0 UNIDADE",EMBALAGEM 1.0 UNIDADE,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/76958966000106/compras/2024/103/itens,1,19111,"- VEÍCULO TIPO MICRO-ÔNIBUS, ZERO KM, PARA O TRANSPORTE DE PASSAGEIROS.
- FABRICAÇÃO NACIONAL COM CARROCERIA E CHASSI INTEGRADOS.
- MODELO DE MOTORIZAÇÃO EURO VI.
- ANO/MODELO DE NO MÍNIMO 2023/2023.
- AR CONDICIONADO DE TETO.
- PAREDE DE SEPARAÇÃO DO MOTORISTA.
- ACESSIBILIDADE CONFORME LEGISLAÇÃO VIGENTE.
- JANELAS DO SALÃO COM VIDROS MOVEIS.
- ALAVANCA DE CÂMBIO NO PAINEL.
- CAPACIDADE MÍNIMA DE 25 LUGARES INCLUSO O MOTORISTA.
- POLTRONAS RECLINÁVEIS COM LAYOUT 2X2 COM ASSENTO E ENCOSTO EM INDIVIDUAL PARA CADA PASSAGEIRO.
- REVESTIMENTO DAS POLTRONAS EM TECIDO.
- LARGURA DAS POLTRONAS DE NO MÍNIMO 875MM.
- PORTA PACOTES EM TODO O SALÃO.
- CINTO DE SEGURANÇA RETRÁTIL PARA TODAS AS POLTRONAS E DE TRÊS PONTOS PARA O MOTORISTA.
- CORTINAS EM TODAS AS JANELAS DO SALÃO.
- DIREÇÃO HIDRÁULICA OU ELÉTRICA.
- INJEÇÃO ELETRÔNICA.
- CONJUNTO ÓPTICO DE FARÓIS.
- MOTOR COM POTÊNCIA MÍNIMA DE 155 CV.
- COMPUTADOR DE BORDO.
- FREIOS ABS COM ACIONAMENTO A AR.
- SISTEMA ELÉTRICO DE NO MÍNIMO 24 VOLTS COMPOSTO POR DUAS BATERIAS.
- PORTA PANTOGRÁFICA COM ACIONAMENTO A AR INTERNO E EXTERNO.
- COMBUSTÍVEL DIESEL S-10 COM TANQUE DE CAPACIDADE MÍNIMA DE 150 LITROS.
- TANQUE COM RESERVATÓRIO DE UREIA LÍQUIDA ARLA 32 (OBRIGATÓRIO).
- CAMBIO COM 06 MARCHAS SENDO 05 (CINCO) A FRENTE E 01 (UMA) RÉ.
- RODADO DUPLO NO EIXO TRASEIRO.
- COMPRIMENTO MÍNIMO DE 7.000MM.
- DISTÂNCIA ENTRE EIXO DE NO MÍNIMO 3.700MM.
- PESO BRUTO TOTAL DE NO MÍNIMO 8.500 KG.
- PNEUS CONFORME PADRÃO DO FABRICANTE.
- ESTEPE E RODA CONFORME LINHA DE MONTAGEM PADRÃO DO FABRICANTE.
- FERRAMENTAS: MACACO, ESTEPE E TRIÂNGULO DE SINALIZAÇÃO.
- GARANTIA E ASSISTÊNCIA TÉCNICA DO CHASSI E DA CARROCERIA DE NO MÍNIMO 02 ANOS, CONFORME MANUAL DO PROPRIETÁRIO.
- APRESENTAR DECLARAÇÃO DO FABRICANTE QUE A PROPONENTE É AUTORIZADA A COMERCIALIZAR O CHASSI E A CARROCERIA DO PRODUTO OFERTADO.

CATMAT 10218.",UNIDADE (UN),,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/01313113000100/compras/2022/12/itens,8,19111,ELEM. FILTR. COMBUSTÍVEL URÉIA (SEPARADOR),UN,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/46732442000123/compras/2024/43/itens,5,19654,DUPILUMABE 300MG SERINGA PREENCHIDA COM 2ML DE SOLUÇÃO DE USO SUBCUTÂNEO + SISTEMA DE SEGURANÇA (DUPIXENT),FR,,,Em dúvida,
https://pncp.gov.br/api/pncp/v1/orgaos/05054929000117/compras/2024/116/itens,1,19750,"SEMAGLUTIDA 1,34 MG/ML X 1,5 ML",SERINGA,"PDM: 19750 - Semaglutida, Concentração:1,34 MG/ML, Forma Farmacêutica:Solução Injetável, Características Adicionais:Com Sistema De Aplicação",462141.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/45279635000108/compras/2023/1156/itens,6,19827,GALCANEZUMABE 120MG/ML SOLUÇÃO INJETÁVEL SERINGA PREENCHIDA 1ML *** JUDICIAL,Seringa,"PDM: 19827 - Galcanezumabe, Concentração:120 MG/ML, Forma Farmacêutica:Injetável, Características Adicionais:Seringa Preenchida",467651.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/01409580000138/compras/2024/895/itens,5,19861,"Brexpiprazol, 1 Mg Com Rev Ct Bl Al Plas Pvc Trans X 10",UNIDADE,"PDM: 19861 - Brexpiprazol, Concentração:1 MG",473334.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/02385669000174/compras/2024/451/itens,1,30049,"RAÇÃO TETRA MARINE GRANULES FRASCO DE 225 GRAMAS COMPOSIÇÃO: FARINHA DE PEIXE, FARELO DE GÉRMEN DE TRIGO, GÉRMEN DE MILHO, FARELO DE AVEIA, ARROZ INTEGRAL, FARELO DE SOJA, PROTEÍNA DE BATATA, LEVEDURASECA DE CANA DE AÇÚCAR, ÓLEO DE PEIXE REFINADO, FARINHA DE CAMARÃO, GLÚTEN DE TRIGO, ALFAFA DESIDRATRADA, FOSFATO MONOCÁLCICO, ALGAS MARINHAS CALCÁRIAS, LECITINA DE SOJA, ÓLEO DESOJA REFINADO, EXTRATO DE LEVEDURAS, VITAMINA C, ETOXIQUIN, ÁCIDO CÍTRICO",UN,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/45511847000179/compras/2024/294/itens,1,30138,SACITUZUMABE GOVITECANA (MARCA: TRODELVY 200MG) CAIXA COM 1 FRASCO COM PÓ LIOFILIZADO PARA SOLUÇÃO DE USO INTRAVENOSO.,Cx,"PDM: 30138 - Sacituzumabe Govitecana, Concentração:200 MG, Forma Farmacêutica:Pó Liofilizado Para Solução Injetável",615638.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/18094755000168/compras/2024/75/itens,9,350,ALBENDAZOL 40 MG/MLCaixa com 60 frascos 10 ml.,CX,"PDM: 350 - Albendazol, Dosagem:40 MG/ML, Uso:Suspensão Oral",267507.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/37465309000167/compras/2023/20/itens,12906,350,"ALBENDAZOL - CONCENTRACAO/DOSAGEM 40 MG/ML,FORMA FARMACEUTICA SUSPENSAO ORAL,FORMA DE APRESENTACAO FRASCO,VIA DE ADMINISTRACAO ORAL Albendazol 40mg/ml",FR,"PDM: 350 - Albendazol, Dosagem:40 MG/ML, Uso:Suspensão Oral",267507.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/11259476000168/compras/2022/2/itens,9,350,Albendazol 400 Mg,Comp.,"PDM: 350 - Albendazol, Dosagem:400 MG",267506.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/08999690000146/compras/2024/1/itens,5,351,AMINOFILINA 240 MG/ML SOLUÇÃO INJETÁVEL AMPOLA 10 ML,Unidade,,,Em dúvida,não há dosagem correspondente
https://pncp.gov.br/api/pncp/v1/orgaos/03184066000177/compras/2024/43/itens,1354349,353,ACIDO ACETILSALICILICO 100MG.,COMPR,"PDM: 353 - Ácido Acetilsalicílico, Dosagem:100 MG",267502.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/06226583000150/compras/2022/10/itens,6,353,Ácido Acetilsalicilico 500 Mg Cx C/500 Comp.,Caixa,"PDM: 353 - Ácido Acetilsalicílico, Dosagem:500 MG",267501.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/45279635000108/compras/2023/418/itens,1,353,ACIDO ACETILSALICILICO 100MG COMPRIMIDO,Comprimido,"PDM: 353 - Ácido Acetilsalicílico, Dosagem:100 MG",267502.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/02231696000192/compras/2024/3/itens,6,354,Acido Fólico 5mg -,Comprimido,"PDM: 354 - Ácido Fólico, Dosagem:5 MG",267503.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/13915632000127/compras/2024/5/itens,2,354,"8900200856 - Bolo caseiro kg produto pronto para consumo contendo farinha enriquecida com ácido fólico. Sem recheio e coberturas. Só serão aceitos bolos de boa aparência, macios, bem assados, livres de sujidades, ou qualquer outro tipo de contaminantes como fungos e bolores. bolo embalado um a um com plástico filme e etiquetado com data de validade e kg. COTA",KG,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/91618439000138/compras/2024/900/itens,9,354,ACIDO FOLICO 5MG - COMPRIMIDO - ORAL,Comprimido,"PDM: 354 - Ácido Fólico, Dosagem:5 MG",267503.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/10225695000163/compras/2024/7/itens,7,354,"ÁCIDO FÓLICO 5MG - Blister contendo na embalagem dados de procedência, lote, validade e registro MS. (EXCLUSIVO PARA ME E EPP)",Comprimidos,"PDM: 354 - Ácido Fólico, Dosagem:5 MG",267503.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/18017384000110/compras/2024/184/itens,1,363,ACICLOVIR 50MGG CREME DEERMATOLOGICO,bisnaga,"PDM: 363 - Aciclovir, Dosagem:50 MG/G, Uso:Creme",268375.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/11422700000190/compras/2023/1/itens,4,363,ACICLOVIR COMP	C/25CP CAIXA,UN,,,Em dúvida,falta dosagem na descrição
https://pncp.gov.br/api/pncp/v1/orgaos/50453703000143/compras/2024/25/itens,1,363,ACICLOVIR SODICO 250MG F/A IV,FRA,"PDM: 363 - Aciclovir, Dosagem:250 MG, Uso:Injetável",268374.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/46189726000115/compras/2024/1/itens,5,363,"ACICLOVIR 50 MG / G, BISNAGA 10 GR",BSNG,"PDM: 363 - Aciclovir, Dosagem:50 MG/G, Uso:Creme",268375.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/18385088000172/compras/2022/4/itens,4,365,"PENTABIOTICO INJETAVEL Cada frasco-ampola (8,6 g) com pó.Pentabiótico injetável em frasco ampola de 3 ml para uso em caninos e felinos.Fórmula contendo no mínimo:Cada frasco-ampola (8,6 g) com pó contém:Benzilpenicilina benzatina 3.000.000 UIBenzilpenicilina procaína 1.500.000 UIBenzilpenicilina potássica 1.500.000 UIDiidroestreptomicina base (sulfato) 1.250 mgEstreptomicina base (sulfato) 1.250 mgSimilar: Pentabiótico. Pequeno porte.¹CATMAT 408933",UND,,,Em dúvida,código pdm mostra os componentes do pentabiotico
https://pncp.gov.br/api/pncp/v1/orgaos/88821079000162/compras/2024/112/itens,7,1249,Bicarbonato de sodio   po   Embalagem de 250,UNIDADE,"PDM: 1249 - Bicarbonato De Sódio, Apresentação:Pó",271052.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/12262713000102/compras/2024/8/itens,8,1249,"BICARBONATO DE SÓDIO. CONCENTRAÇÃO/COMPOSIÇÃO: 1 MEQ/ML (8,4%). FORMA FARMACÊUTICA: SOLUÇÃO INJETÁVEL. APRESENTAÇÃO: AMPOLA PLÁSTICA TRANSPARENTE CONTENDO 10 ML.",Ampolas,"PDM: 1249 - Bicarbonato De Sódio, Concentração:8,40%, Forma Farmacêutica:Solução Injetável, Característica Adicional:Em Sistema Fechado",394088.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/07738057000131/compras/2024/88/itens,5,1289,SORO GLICOFISIOLOGICO  250ML.,AMP,,,Em dúvida,não há correspondente para esse pdm
https://pncp.gov.br/api/pncp/v1/orgaos/05058458000115/compras/2024/55/itens,8,1289,SUPORTE PARA SORO  TIPO PEDESTAL  CONFECCIONADO EM TUBO REDONDO  DE ACO INOXIDAVEL  COM ACABAMENTO POLIDO  COLUNA RECEPTORA DA HASTE COM DIAMETRO DE 1 POLEGADA COM ANEL PARA EVITAR AMASSAMENTO E DESGASTE DA HASTE  REGULAGEM DE ALTURA POR SISTEMA DE PRESSAO ATRAVES DE ROSETA HASTE EM TUBO DE 3 4 POLEGADAS DE DIAMETRO E 120MM DE ESPESSURA  4 GANCHOS EM FORMA DE CRUZ  BASE REVESTIDO EM NYLON COM 5 PES COM RODIZIOS  ALTURA MINIMA 1 70CM  ALTURA MAXIMA 2 29CM  COM REGISTRO NA ANVISA.,UNIDADE,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/11055682000156/compras/2024/70/itens,9,1289,"SORO MANITOL / SOLUÇÃO MANITOL 20% - 250 ML. SOLUÇÃO PARENTERAL DE MANITOL 20% 250 ML, FRASCO OU BOLSA, SISTEMA FECHADO ESTÉRIL, COLAPSÁVEL, RESISTENTE A FISSURAS, COM TRANSPARÊNCIA ADEQUADA, NÃO INTERAGINDO COM MEDICAMENTOS ADITIVOS. O FRASCO OU BOLSA DEVE APRESENTAR UM PONTO PARA ENTRADA DE MEDICAMENTOS E OUTRO PARA CONEXÃO.",Frasco,,,Em dúvida,"existe, mas o pdm é diferente"
https://pncp.gov.br/api/pncp/v1/orgaos/87613048000153/compras/2024/108/itens,1,1289,"SORO FISIOLÓGICO 0,9% - 250 ML.",FR,,,Em dúvida,não há correspondente para esse pdm
https://pncp.gov.br/api/pncp/v1/orgaos/45732377000173/compras/2024/122/itens,4,1289,"TESTE RÁPIDO TROPONINA I CARDÍACA. TESTE DE IMUNOENSAIO CROMATOGRAFICO RÁPIDO PARA A DETECÇÃO QUALITATIVA DE TROPONIA I CARDÍACA HUMANA. AMOSTRA: SANGUE TOTAL, SORO, PLASMA.CONTEUDO POR CAIXA: 25 DISPOSIVITOS DE TESTE, 25 CONTA-GOTAS, 1 SOLUÇÃO TAMPÃO (3ML) E UMA INTRUÇÃO DE USO. RESULTADO EM 10 MINUTOS.  REGISTRO NA ANVISA.",CX,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/34570820000130/compras/2023/14/itens,1,1289,"(ID-142652) EQUIPO, Aplicacao: perfusao/irrigacao de orgao; Aplicacao: para uso em cirurgias urologicas; Tubo flexivel, em PVC cristal, 4 vias; pontas introdutoras, com tampa, adaptaveis aos frascos ou bolsas de soro; pinca corta fluxo em cada uma das vias; com conector; Esteril e Descartavel.",unidade,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/15023906000107/compras/2023/1/itens,10,1289,CARRO MACA SIMPLES - GRADES LATERAIS POSSUI; ACESSORIOS COLCHONETE; MATERIAL DE CONFECÃ?Ã?O AÃ?O INOXIDÃVEL DE SORO POSSUI - GRADES LATERAIS POSSUI; ACESSORIOS COLCHONETE; MATERIAL DE CONFECÃ?Ã?O AÃ?O INOXIDÃVEL DE SORO POSSUI,UN - UNIDADE,,,Não,
https://pncp.gov.br/api/pncp/v1/orgaos/47563325000146/compras/2024/15/itens,9,1289,"SORO FISIOLÓGICO 0,9% - SISTEMA FECHADO 100 ML",FRS,,,Em dúvida,não há correspondente para esse pdm
https://pncp.gov.br/api/pncp/v1/orgaos/21857271000138/compras/2024/5/itens,5,1289,"SORO FISIOLOGICO 0 9 SORO FISIOLOGICO 500ml com 0,9% Cloreto de Sódio Farmax, é uma solução fisiológica indicada tanto para inalações quanto para limpeza de lentes de contato, lavagem e irrigação de ferimentos nos curativos, sendo um ótimo agente de limpeza. Também é muito utilizado como hidratante para evitar irritações, diminuindo a oleosidade e acalmando a vermelhidão.",UNID,,,Em dúvida,não há correspondente para esse pdm
https://pncp.gov.br/api/pncp/v1/orgaos/13792329000184/compras/2024/65/itens,1,1612,"RIVAROXABANA,  10mg, comprimido, embalado em blister, envelope kraft",COMPRIMIDO,"PDM: 1612 - Rivaroxabana, Concentração:10 MG",394103.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/12440744000106/compras/2024/46/itens,2,1647,SUCCINATO DE SOLIFENACINA 10 MG,COMPRIMIDO,"PDM: 1647 - Solifenacina, Composição:Sal Succinato, Concentração:10 MG",406231.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/15126437000143/compras/2023/979/itens,1,1820,Acetazolamida,Comprimido,"PDM: 1820 - Acetazolamida, Dosagem:250 MG",278283.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/07705817000104/compras/2024/1/itens,11,1824,ACETILCISTEÍNA 600MG - GRANULADO - ENVELOPE DE 5G,ENVELOPE,"PDM: 1824 - Acetilcisteína, Concentraçao:600 MG, Forma Farmaceutica:Granulado Para Solução Oral",434110.0,Sim,
https://pncp.gov.br/api/pncp/v1/orgaos/18083071000160/compras/2024/10/itens,5,1824,ACETILCISTEINA SUSPENSÃO 40MG/ML - FRASCO 120ML,FRASCO,"PDM: 1824 - Acetilcisteína, Concentraçao:40 MG/ML, Forma Farmaceutica:Xarope",355786.0,Sim,
